id	text	label
train-5849	what is 1 million twelve hundred divided by 400 thousand	1
train-5850	what is the square root of 10500	1
train-5853	how much is 50 plus 756	1
train-5854	what is 750 divided by 5	1
train-5856	what is 900 times 8	1
train-5857	can you tell me what 80 divided buy 4 is	1
train-5858	560 divided by 3	1
train-5861	what is 005 percent of 1 percent	1
train-5863	what is six divided by 16	1
train-5870	what is 1/2 times 5/8	1
train-5877	what is 2/3 x 1/9	1
train-5879	what is 1 fifth times 2 fifths	1
train-5881	what's ten times eight	1
train-5883	what do you get if you divide 3 by 2	1
train-5885	subtract 85 from 997	1
train-5887	what is the square root of 2784	1
train-5888	how many times does 8 go into 2000	1
train-5890	what is 3 to the 6th power	1
train-5893	what is the square root of 104	1
train-5896	please provide the square root of 36	1
train-5897	what does 6 x 1 equal	1
train-5902	tell me what date it is please	2
train-5903	tell me what day today is	2
train-5904	can you tell me tomorrow's date	2
train-5905	what is the date for tomorrow	2
train-5909	what day will it be in fourteen days	2
train-5912	what day is it gonna be in twenty-one days	2
train-5916	can you tell me the date today	2
train-5917	please share today's date	2
train-5919	what day is it	2
train-5926	what is the date tomorrow, please	2
train-5929	what is today's month, day and year	2
train-5932	could you tell me today's date	2
train-5935	what is the date today	2
train-5936	today's date is what exactly	2
train-5937	please tell me what date it is today	2
train-5941	tell me the date today	2
train-5943	in 2 days, what date will it be	2
train-5947	what's the date tomorrow	2
train-5948	i need to know what date it is tomorrow	2
train-5949	in 100 days from now, what will be the date	2
train-5959	what is today	2
train-5961	what's the day today	2
train-5963	what's the date 400 days from now	2
train-5967	what will the date be 100 days from now	2
train-5969	what day will it be 373 days from now	2
train-5970	i need to know the date in 256 days	2
train-5975	what's today's date	2
train-5977	show me a calendar	2
train-5979	i need the full date for today	2
train-5980	what day of the month is it	2
train-5982	tomorrow, what will the date be	2
train-5983	tell me what the date is for tomorrow	2
train-5985	what is tomorrow's date	2
train-5989	tell me tomorrow's date	2
train-5990	the date tomorrow is what	2
train-5991	when will it be in 10 days	2
train-5992	what day is it tomorrow	2
train-5993	what's the current date	2
train-5996	can you tell me the date	2
train-5999	what's today	2
train-7300	wake me up at noon tomorrow	0
train-7303	please set an alarm for mid day	0
train-7309	please set alarm for me	0
train-7310	make a new alarm for 6 in the morning	0
train-7315	i'd like a new alarm set for 6am	0
train-7320	i want to make an alarm	0
train-7321	i would like an alarm set	0
train-7323	i need an alarm set	0
train-7324	i need alarms set for 6am and 615am	0
train-7328	set one alarm for 215pm and another for 7pm	0
train-7333	please set up an alarm to go off tomorrow at daybreak	0
train-7337	please turn on the alarm	0
train-7338	set my alarm for 6am tomorrow	0
train-7339	set alarm for 6am	0
train-7342	set alarm for 5pm	0
train-7343	make an alarm 6am	0
train-7345	put in an alarm for 5pm	0
train-7347	set my alarm for 5pm	0
train-7350	set alarm	0
train-7351	i need an alarm to wake me up at 8 tomorrow morning	0
train-7353	please set an alarm for 5 am	0
train-7355	i need an alarm set for 6 in the morning	0
train-7357	set an alarm for me for 10:00 and another one set for 4:00	0
train-7360	assist me by setting my alarm for 9:00 and another for 11:00	0
train-7361	tomorrow i need an alarm at 7 tomorrow	0
train-7362	at 9 tomorrow, set off the alarm	0
train-7363	tomorrow i would like an alarm for 9 tomorrow	0
train-7366	set reminder for 2 pm	0
train-7367	wake me up at 6 am	0
train-7374	i need an alarm at 8 pm	0
train-7375	set an alarm to start work and another to stop	0
train-7376	set an alarm to go to sleep and another to wake up	0
train-7377	please set a reminder for me	0
train-7379	create an alarm for me	0
train-7380	set an alarm for lunch and another for dinner	0
train-7385	have an alarm wake me at 10:30 am	0
train-7386	i want an alarm to go off at 9 am	0
train-7393	please create a new alarm for me	0
train-7395	please set two alarms, one at 12 pm and the next at 1 pm	0
train-7398	help me get up at eight thirty in the morning tomorrow	0
train-10400	how many centimeters are in an inch	4
train-10403	what amount of millimeters are in 50 kilometers	4
train-10405	what amount of miles are in a hundred kilometers	4
train-10408	what's 8 ounces in cups	4
train-10410	how do you convert pounds to grams	4
train-10412	what is 15 ounces in grams, please	4
train-10413	what is 20 ounces in grams, please	4
train-10414	what is 10 ounces in grams, please	4
train-10416	how many kilos are in 25 pounds	4
train-10420	how many kilos are in 100 pounds	4
train-10425	what's 10 inches in centimeters and millimeters	4
train-10430	what is 22 meters in inches	4
train-10436	how do you convert inches to centimeters	4
train-10439	if i have four inches, how many centimeters is that	4
train-10440	how many centimeters are in 4 inches	4
train-10442	what are four inches in centimeters	4
train-10444	i need to know the conversion between tablespoons and teaspoons	4
train-10446	what is the conversion between tablespoons and cups	4
train-10452	what is the proper way to convert centimeters into inches	4
train-10454	how many ounces are in a cup	4
train-10455	how many teaspoons are in a half a cup	4
train-10456	how many tablespoons are in three cups	4
train-10457	how many pints are in four cups	4
train-10458	how many quarts are in a gallon	4
train-10462	what is the conversion for pints to quarts	4
train-10464	what would five pounds be in kilos	4
train-10468	please convert 2 inches into meters for me	4
train-10469	how many meters are in 2 inches	4
train-10473	how do i convert inches and centimeters	4
train-10474	what is 2 inches in meters	4
train-10478	is there an easy way to change feet into inches	4
train-10480	how many feet are in 50 yards	4
train-10481	how many ounces in a gallon	4
train-10482	can you convert millimeters to centimeters	4
train-10483	how many teaspoons in a cup	4
train-10486	convert cm to inch	4
train-10488	how can i change inches into meters	4
train-10490	how do you convert feet to inches	4
train-10492	how can you convert miles to kilometers	4
train-10494	how would you convert yards to inches	4
train-10810	what is the weather going to be like today	9
train-10811	is it going to rain today	9
train-10812	what is the weather going to be like tomorrow	9
train-10815	is it snowing in the next two weeks	9
train-10818	what is the record high temperature for today	9
train-10821	what does the weather look like	9
train-10822	what does the forecast look like	9
train-10823	what is the weather going to be like	9
train-10831	how is it outside	9
train-10832	how hot will it be tomorrow	9
train-10833	what is the weather for tomorrow in georgia	9
train-10835	will it snow this weekend	9
train-10838	how's the weather	9
train-10839	what's the weather looking like	9
train-10843	what is the weather report for costa mesa	9
train-10846	i need meteorological data for tallahassee	9
train-10849	tell me the weather report for tallahassee	9
train-10851	what's the weekend forecast	9
train-10854	what's the highest chance of rain for today	9
train-10857	what is the weather outlook for seattle	9
train-10859	how is the weather in seattle	9
train-10862	what is miami weather like	9
train-10867	give me a rundown of the weather	9
train-10871	what is the high temperature for tomorrow	9
train-10872	how many of inches of snow did my hometown get last year	9
train-10875	is it cloudy or sunny in sparks	9
train-10877	what is the weather like in sparks right now	9
train-10879	when will it rain next	9
train-10881	what will the weather be this weekend	9
train-10883	tell me today's weather forecast	9
train-10886	what will the weather be like	9
train-10888	is there a uv or smog alert for tomorrow	9
train-10890	what will the low temperatures be over the weekend	9
train-10891	can you let me know if it will be warm this week	9
train-10892	when is the next time it is suppose to rain	9
train-10893	how cold will it be tomorrow	9
train-10895	how much snow will we be getting tomorrow	9
train-10896	what's the current weather	9
train-10898	what's today's weather going to be	9
train-10899	please tell me the weather forecast	9
train-11701	spell potato	5
train-11703	spell out potato	5
train-11704	how do you spell tomato	5
train-11710	what's the letters in 'you' word like	5
train-11711	the word 'you' got how many letters	5
train-11713	how do you spell out newspaper	5
train-11715	how do you spell out espresso	5
train-11717	can you spell "diatribe" for me	5
train-11718	spell "requisite" for me	5
train-11727	tell me how many p's are in apple	5
train-11728	how many e's are in sesame	5
train-11729	tell me how many a's are in magical	5
train-11730	what is the proper way to spell diamond	5
train-11734	can you tell me how to spell manipulation	5
train-11735	what is the correct spelling of judgment	5
train-11737	how do you spell antithesis	5
train-11742	can you tell me how to spell elephant	5
train-11743	how do you spell hotdog	5
train-11745	spell government	5
train-11749	how is the word acquaintance spelled	5
train-11754	how do you spell mississippi	5
train-11756	can you remind me how to spell because	5
train-11758	i need to know how to spell xylophone	5
train-11759	how do you spell guerrilla	5
train-11763	i don't know how to spell threshold	5
train-11764	i don't know how to spell circumference	5
train-11766	i don't know how to spell mississippi	5
train-11770	tell me how handkerchief is spelled	5
train-11773	the word is happiness; how many a's can you find in that word	5
train-11774	find all the "a"s in happiness	5
train-11775	tell how many a's are in the word happiness	5
train-11777	what is the correct spelling for antipathy	5
train-11780	spell antipathy for me	5
train-11785	i can't figure out how to spell superficial	5
train-11786	what is the right way to spell superficial	5
train-11787	how many es are in receiving	5
train-11788	i don't know how to spell anethesia	5
train-11789	i don't know how to spell malfeasance	5
train-11795	how many ss are in narcissism	5
train-11799	how man z's are in zombie	5
